0;23.76;35.06;71197.91
1;21.52;42.81;99687.58
3;21.52;42.72;99686.76
5;21.51;42.71;99682.46
6;21.49;42.68;99681.85
8;21.50;42.70;99686.97
9;21.49;42.67;99681.85
11;21.48;42.65;99681.02
12;21.47;42.63;99682.09
14;21.46;42.58;99680.45
15;21.47;42.61;99686.61
17;21.47;42.60;99686.61
18;21.47;42.60;99686.61
20;21.46;42.58;99684.97
21;21.46;42.58;99683.12
23;21.46;42.55;99684.97
25;21.45;42.55;99686.00
26;21.46;42.56;99679.63
28;21.45;42.55;99684.15
29;21.44;42.56;99682.51
31;21.43;42.57;99683.54
32;21.43;42.59;99683.54
34;21.43;42.75;99686.21
35;21.43;42.88;99686.21
37;21.43;42.95;99685.39
38;21.42;42.85;99679.24
40;21.43;42.74;99680.05
41;21.41;42.71;99680.27
43;21.42;42.69;99676.57
45;21.42;42.70;99686.42
46;21.42;42.70;99683.75
48;21.40;42.71;99691.16
49;21.40;42.67;99686.64
51;21.41;42.65;99684.78
52;21.40;42.67;99681.30
54;21.40;42.69;99691.16
55;21.38;42.72;99680.69
57;21.37;42.73;99683.60
58;21.37;42.72;99687.10
60;21.36;42.74;99692.65
61;21.36;42.75;99689.97
63;21.35;42.77;99685.67
65;21.34;42.76;99681.36
66;21.34;42.77;99686.70
68;21.33;42.77;99688.55
69;21.32;42.78;99686.91
71;21.33;42.79;99693.07
72;21.31;42.79;99687.94
74;21.31;42.78;99693.28
75;21.30;42.80;99686.30
77;21.30;42.81;99683.63
78;21.29;42.83;99690.00
80;21.28;42.83;99685.69
81;21.29;42.83;99687.33
83;21.28;42.82;99689.18
85;21.28;42.82;99691.03
86;21.27;42.83;99692.10
88;21.26;42.84;99685.11
89;21.26;42.81;99688.60
91;21.26;42.81;99688.60
92;21.26;42.81;99682.44
94;21.25;42.84;99689.64
95;21.25;42.85;99691.49
97;21.24;42.89;99690.67
98;21.25;42.92;99688.82
100;21.24;42.96;99692.52
101;21.23;43.00;99685.53
103;21.22;43.04;99687.39
105;21.22;43.01;99687.39
106;21.22;43.02;99681.23
108;21.21;43.04;99687.60
109;21.20;43.09;99684.11
111;21.20;43.14;99680.62
112;21.19;43.15;99682.47
114;21.19;43.15;99679.80
115;21.19;43.20;99679.80
117;21.19;43.21;99687.81
118;21.19;43.21;99689.66
120;21.19;43.23;99686.99
121;21.17;43.25;99683.71
123;21.17;43.26;99684.50
125;21.17;43.25;99683.71
126;21.16;43.23;99684.74
128;21.16;43.22;99685.56
129;21.15;43.21;99680.42
131;21.15;43.21;99685.77
132;21.15;43.22;99688.44
134;21.15;43.22;99686.59
135;21.14;43.24;99684.95
137;21.13;43.26;99680.64
138;21.14;43.24;99681.46
140;21.12;43.25;99689.68
141;21.13;43.25;99687.83
143;21.13;43.27;99690.50
145;21.12;43.27;99687.01
146;21.11;43.28;99687.22
148;21.11;43.28;99688.04
149;21.10;43.27;99686.40
151;21.11;43.25;99681.88
152;21.10;43.23;99680.24
154;21.10;43.24;99688.25
155;21.09;43.24;99676.75
157;21.10;43.25;99685.58
158;21.09;43.26;99686.61
160;21.08;43.27;99685.79
161;21.08;43.27;99685.79
163;21.08;43.28;99685.79
165;21.08;43.28;99679.63
166;21.08;43.29;99687.64
168;21.08;43.30;99687.64
169;21.07;43.30;99686.82
171;21.07;43.34;99680.69
172;21.07;43.33;99681.49
174;21.06;43.35;99687.88
175;21.06;43.38;99679.05
177;21.06;43.38;99684.39
178;21.06;43.38;99684.39
180;21.06;43.41;99684.39
182;21.04;43.43;99684.60
183;21.05;43.47;99682.75
185;21.05;43.48;99685.42
186;21.04;43.48;99687.27
188;21.03;43.48;99680.29
189;21.03;43.47;99685.63
191;21.03;43.48;99688.30
192;21.04;43.50;99689.13
194;21.02;43.50;99685.85
195;21.03;43.54;99692.82
197;21.02;43.55;99691.18
198;21.01;43.55;99693.03
200;21.02;43.55;99692.00
202;21.00;43.57;99686.05
203;21.01;43.57;99689.54
205;21.01;43.56;99678.86
206;21.01;43.54;99678.86
208;21.00;43.61;99677.22
209;21.01;43.61;99682.35
211;20.99;43.62;99680.92
212;20.99;43.57;99678.25
214;20.99;43.56;99683.60
215;20.99;43.57;99680.92
217;20.98;43.56;99689.96
218;20.98;43.55;99684.62
220;20.98;43.54;99684.62
222;20.97;43.53;99683.01
223;20.97;43.56;99691.02
225;20.96;43.55;99681.37
226;20.96;43.48;99681.37
228;20.95;43.46;99680.55
229;20.95;43.47;99675.21
231;20.94;43.47;99677.07
232;20.94;43.48;99685.07
234;20.94;43.57;99690.41
235;20.94;43.62;99682.40
237;20.93;43.68;99683.42
238;20.94;43.75;99681.58
240;20.93;43.73;99686.10
242;20.93;43.71;99683.42
243;20.94;43.69;99682.40
245;20.93;43.70;99688.77
246;20.93;43.70;99683.42
248;20.93;43.69;99685.28
249;20.93;43.67;99685.28
251;20.92;43.66;99689.80
252;20.92;43.65;99686.31
254;20.92;43.67;99683.64
255;20.92;43.66;99684.46
257;20.92;43.67;99684.46
258;20.91;43.65;99682.82
260;20.91;43.67;99685.49
262;20.91;43.70;99682.00
263;20.91;43.73;99679.33
265;20.90;43.72;99686.52
266;20.90;43.75;99681.17
268;20.90;43.76;99689.19
269;20.90;43.75;99691.03
271;20.89;43.77;99684.88
272;20.90;43.80;99689.19
274;20.90;43.81;99685.69
275;20.88;43.80;99685.91
277;20.88;43.80;99688.57
279;20.89;43.79;99689.39
280;20.88;43.83;99685.91
282;20.87;43.83;99686.93
283;20.87;43.85;99681.60
285;20.88;43.83;99682.42
286;20.88;43.83;99685.08
288;20.87;43.84;99683.44
289;20.88;43.83;99685.08
291;20.87;43.84;99683.44
292;20.86;43.86;99682.66
294;20.87;43.86;99688.78
295;20.85;43.88;99683.68
297;20.85;43.88;99681.02
299;20.86;43.90;99687.17
300;20.86;43.91;99684.50
302;20.85;43.92;99688.21
303;20.84;43.95;99686.57
305;20.85;43.97;99690.87
306;20.84;44.00;99692.72
308;20.84;44.01;99687.38
309;20.84;44.04;99687.38
311;20.83;44.09;99692.92
312;20.82;44.10;99684.10
314;20.83;44.10;99685.74
315;20.83;44.11;99688.41
317;20.83;44.11;99687.59
319;20.82;44.12;99689.44
320;20.83;44.13;99690.26
322;20.82;44.14;99693.96
323;20.82;44.13;99680.61
325;20.82;44.13;99688.62
326;20.81;44.16;99690.47
328;20.82;44.14;99688.62
329;20.81;44.14;99687.80
331;20.81;44.16;99695.81
332;20.80;44.17;99682.67
334;20.82;44.17;99683.28
335;20.81;44.15;99685.13
337;20.81;44.18;99685.13
339;20.80;44.15;99680.82
340;20.80;44.16;99686.16
342;20.81;44.14;99681.64
343;20.80;44.14;99685.33
345;20.80;44.16;99686.16
346;20.79;44.17;99686.36
348;20.79;44.16;99686.36
349;20.78;44.18;99688.21
351;20.79;44.20;99687.19
352;20.78;44.24;99684.72
354;20.79;44.22;99686.36
355;20.78;44.25;99682.06
357;20.78;44.22;99684.72
359;20.78;44.26;99688.21
360;20.77;44.28;99683.91
362;20.76;44.28;99687.64
363;20.77;44.26;99691.09
365;20.77;44.24;99691.09
366;20.77;44.24;99683.91
368;20.77;44.24;99691.09
369;20.76;44.23;99687.64
371;20.77;44.23;99688.42
372;20.76;44.24;99684.97
374;20.75;44.26;99688.66
375;20.75;44.29;99686.00
377;20.76;44.28;99686.82
379;20.76;44.25;99684.14
380;20.75;44.25;99679.84
382;20.76;44.23;99692.15
383;20.74;44.22;99684.35
385;20.74;44.24;99687.02
386;20.75;44.23;99683.32
388;20.75;44.20;99690.51
389;20.74;44.21;99688.87
391;20.74;44.24;99687.02
392;20.75;44.26;99687.84
394;20.75;44.27;99687.84
396;20.73;44.29;99688.05
397;20.74;44.31;99688.87
399;20.74;44.31;99686.20
400;20.74;44.32;99683.53
402;20.74;44.32;99681.68
403;20.73;44.29;99688.05
405;20.74;44.29;99692.36
406;20.73;44.28;99688.05
408;20.73;44.27;99690.72
409;20.73;44.29;99687.23
411;20.73;44.29;99695.24
412;20.73;44.31;99689.89
414;20.73;44.34;99689.89
416;20.73;44.36;99689.89
417;20.72;44.35;99689.08
419;20.72;44.38;99686.41
420;20.72;44.39;99690.92
422;20.72;44.38;99686.41
423;20.71;44.38;99686.61
425;20.71;44.39;99684.77
426;20.70;44.43;99688.46
428;20.71;44.41;99682.10
429;20.71;44.40;99678.61
431;20.71;44.41;99687.44
432;20.70;44.41;99687.64
434;20.70;44.40;99682.31
436;20.71;44.41;99684.77
437;20.70;44.42;99687.64
439;20.70;44.41;99685.80
440;20.71;44.42;99683.95
442;20.69;44.42;99684.16
443;20.69;44.39;99681.49
445;20.70;44.40;99688.46
446;20.70;44.42;99692.98
448;20.70;44.43;99696.47
449;20.70;44.47;99687.64
451;20.70;44.47;99684.97
452;20.70;44.47;99688.46
454;20.70;44.52;99684.97
456;20.69;44.53;99683.33
457;20.69;44.52;99681.49
459;20.70;44.52;99687.64
460;20.69;44.54;99686.00
462;20.69;44.53;99688.67
463;20.68;44.51;99682.52
465;20.68;44.49;99682.52
466;20.69;44.46;99684.16
468;20.68;44.46;99682.52
469;20.68;44.46;99690.52
471;20.68;44.46;99687.03
472;20.68;44.45;99690.52
474;20.68;44.43;99687.03
476;20.68;44.41;99684.36
477;20.68;44.42;99687.03
479;20.68;44.43;99684.36
480;20.67;44.45;99688.88
482;20.68;44.46;99684.36
483;20.67;44.47;99683.54
485;20.66;44.48;99689.12
486;20.67;44.48;99682.72
488;20.68;44.48;99687.03
489;20.67;44.48;99691.55
491;20.66;44.48;99687.24
493;20.65;44.48;99685.63
